video_id,category,days_observed,first_age_days,first_daily_views,last_views,half_life_days
Ecd4eA067P0,entertainment,7,1.42,142831,617155,2.093
EgUMLjp3H4E,comedy,4,2.09,11608,45037,1.309
EhSXsTSNDyo,music,10,1.46,649605,4611406,10.798
EjW7WzozgI0,music,11,4.0,236775,3010746,37.667
Ek3aeUhHaFY,people_blogs,12,2.08,364997,4289238,4.294
ElmsIGT85tI,music,5,2.25,298340,1904633,
Em8C6AvD4sk,entertainment,4,2.29,5759,54141,1.877
Eouvsy8JdLU,entertainment,4,6.3,4432,152533,2.58
Ep6-bNu16_I,people_blogs,5,1.75,385209,2828138,1.395
Ept29ceiVfk,film,7,2.4,2732338,7941440,1.048
Eq1BuMoTW7Q,howto,5,2.04,58710,172367,1.356
EqeIRzY7hIU,science_tech,12,2.21,193522,1566455,3.088
Es9CfWMmPRU,entertainment,14,1.57,202666,1259565,3.466
EsaHiIdsKpE,entertainment,4,1.64,280158,1794696,1.796
Eswl8SSywzA,education,5,1.37,200259,886348,1.681
Ev9rOA2Yjs0,science_tech,6,1.09,1317018,2305543,1.067
Evz-ZQC8wss,comedy,9,6.04,13639,495194,7.279
Ew-3-8itpjc,howto,6,2.26,87609,512726,1.814
Ex9mcCs3dhE,entertainment,6,1.35,376044,814925,1.65
Eyh1_XGHAnQ,news,5,1.35,168989,582785,1.3
F1b5ouja_VI,comedy,4,2.21,65798,701874,1.135
F3eSaEHSCu0,entertainment,10,1.5,18680,351519,1.777
F4qfN5UeFvQ,music,6,1.62,1855087,7964424,3.135
F7jcFXTnBiQ,people_blogs,10,1.94,19582,156242,72.436
F86S9Uc4mP4,entertainment,6,3.12,294119,1080069,1.497
F8BdzL8OltM,people_blogs,8,2.08,274695,1593449,2.608
FApBWHvUzMs,comedy,12,1.16,300153,659476,1.98
FBhVIhmh_N8,entertainment,13,3.29,9033,200610,3.152
FDbb28N7iI8,people_blogs,13,1.02,794768,1895867,2.531
FEjZiCPuvqQ,pets,4,2.37,4392,48037,13.843
FGHji60FP50,news,9,2.12,50486,268145,2.208
FH4SVGKUX8A,music,5,1.37,7438,21776,1.367
FKA-Jy6nuE0,music,4,1.67,24053,69795,1.138
FL9BbzUYXjA,comedy,7,2.29,742204,3951217,1.949
FM_7ZyE0ib4,education,5,1.84,2601,14381,1.065
FO6My1joJVc,entertainment,6,2.37,165422,1659593,2.118
FO_Ox_dH0M8,education,5,1.33,57543,283505,1.126
FPXXy-rGq-M,sports,11,3.1,78930,1249972,2.696
FQC29joihwU,film,4,2.61,419396,1667408,2.192
FR5WT12B_88,entertainment,13,2.29,184991,809389,2.568
FTv-CE43PpM,entertainment,5,2.18,7894,93534,3.879
FUPQ8Lz_kSk,howto,4,2.04,66209,336861,1.316
FUQexMOrDBI,education,7,2.46,52810,321872,1.889
FZiCWBplZ90,comedy,6,1.95,62379,355131,1.384
FaJmopuuhZE,music,7,1.33,48697,186119,2.688
FaxqVBYVOVU,gaming,6,1.88,64892,246989,1.68
FepIkIILumA,sports,12,1.09,5796610,18040000,3.19
Ff7wbSwTuEk,comedy,8,4.89,327496,1587062,4.72
FfSXmbAGl8A,music,7,1.96,19168,90870,3.312
Fh3zmz7Ravw,comedy,4,1.79,162703,639815,1.231
FhhlMSpvCQE,howto,5,2.43,25035,173562,1.571
FhllRWReNEE,people_blogs,6,2.17,758107,7645235,5.952
FhwktRDG_aQ,entertainment,15,1.48,967833,3174393,2.082
Fjm81OPZbpU,music,5,2.79,112912,955104,31.204
FkiQ67FtycI,comedy,4,10.12,7043,1405318,
FlsCjmMhFmw,entertainment,7,1.25,27829572,149376127,4.15
FmmLiydvFI0,comedy,7,1.84,153615,1604421,1.983
FnAx2bLICOo,sports,6,1.49,310707,1134166,1.105
Fr0wEsISRUw,science_tech,11,1.49,102498,481100,1.856
FvBcYkY7ZGo,entertainment,4,1.54,360777,1310832,2.357
FvLdEZ3mg54,entertainment,5,333.36,10425,22768,0.583
FwENtwtY0EI,entertainment,13,2.08,515708,3306586,2.535
FwzoDS3zL_4,entertainment,6,0.95,280953,804049,4.951
G2JLc63P7pw,sports,6,1.6,57815,194964,0.766
G4BxOhJOmUw,entertainment,8,1.32,310942,1499698,2.394
G63TF6OMa_8,people_blogs,11,3.75,154538,1161732,6.756
G6n7oA5yoPY,science_tech,6,2.54,20086,287081,4.728
G9frAfYl_dw,howto,4,3.17,148927,1111255,
GABCneYEE84,film,6,1.25,918834,2693629,1.365
GCTyFp0PpHE,entertainment,4,3.27,64715,386090,2.449
GClwSu4hKpQ,entertainment,6,1.1,18988,30803,0.729
GEB2f5dpFXs,comedy,12,1.12,1571326,6225124,3.527
GEsK9GudV2M,music,11,1.79,246768,1556997,7.05
GFGVhIhEZJg,howto,4,2.09,21370,149550,2.005
GFU-y2ldabU,people_blogs,5,2.04,115912,791659,5.466
GGvP6e56ja4,entertainment,6,1.54,207985,881729,1.465
GIn4CeZq7Nw,comedy,5,1.37,28612,97795,1.426
GKBI_bVFSfs,autos,4,4.1,460488,5179255,1.132
GLZZn7lCtcI,sports,6,3.14,4532,83121,1.409
GLbX9CL7Yg8,comedy,8,1.79,346474,1314784,1.686
GLrSJJRKrDU,education,4,2.06,86419,430191,0.927
GM1QDBvzm1Y,entertainment,6,1.35,954601,6855630,42.877
GMOG2yY6pAI,science_tech,4,2.15,25272,202523,1.294
GOALfmDp_Dg,entertainment,6,1.46,61390,272661,1.25
GO_Jxa6dWyo,education,10,2.27,26364,216380,2.62
GP0uH-PaE_E,howto,5,1.44,20241,75363,1.248
GSCP2yg-v2g,film,6,1.29,463526,2019235,1.744
GSe7TFm1lBk,sports,5,2.21,88822,403941,0.698
GStMSkhmYEs,travel,5,1.37,298995,1065389,2.312
GTSjDaoZcAk,howto,7,1.24,40058,166418,1.144
GWMKelv5Bmw,comedy,7,1.17,704931,1969654,1.226
GYLBjScgb7o,music,9,1.47,270818,2250165,2.573
GZMrivD2Aok,entertainment,6,1.37,102098,316763,1.481
G_Pu00NmJfg,howto,7,1.33,89010,453170,5.486
G_UHknhNbAQ,news,5,1.46,121165,651781,1.251
Ga7thDlGbs8,news,6,1.1,22990,41253,1.219
GbrueARGMhE,entertainment,11,2.42,162933,1704711,3.828
GeF_5qo00Uw,film,11,1.35,590107,1842120,2.667
GfCqMv--ncA,music,4,1.46,1404276,5263337,2.428
GfxNGjfSKRY,music,19,2.29,98963,832097,10.633
GgVmn66oK_A,news,4,2.42,147861,789594,1.433
GhHBfDK4lE8,howto,13,4.25,23198,248880,4.089
GhxqY5E_ASw,entertainment,13,1.29,301030,834067,1.647
GjDK_6NtYGQ,howto,5,2.31,565478,5712641,1.573
GjJKdQTD1bc,entertainment,11,8.24,37804,2593188,5.3
Gjs1QSa9fpI,howto,4,1.37,21204,114266,0.983
GjwjzIFcX7U,entertainment,8,1.29,586997,1752139,1.606
Gl_uGsdG4Do,entertainment,12,1.42,129745,566497,3.111
GnGPAYvve1A,entertainment,6,1.2,477328,1329391,1.064
GnevZOMl78I,comedy,6,1.29,321390,1341344,1.889
Go3DZxyoH_Q,howto,5,1.4,13426,90521,4.375
GpbMbBNP-NI,howto,12,2.0,41969,344518,3.062
GpxCT36DxKg,entertainment,14,1.25,4190543,14100194,1.855
GqF5lyEUfMk,comedy,11,2.12,118493,1159497,2.858
GrnswGtm_Sw,sports,8,1.23,62439,213423,0.862
Gs26bZTRkdU,education,4,2.12,169510,979732,5.058
GsexKH-Ubnw,people_blogs,12,2.43,110653,927416,1.699
GskBiFLSayg,sports,7,1.61,213771,1399244,0.965
GtzFWqiVzW4,entertainment,4,2.04,13902,116925,
Gw-Mm-hS_UY,comedy,4,2.1,140737,1366939,4.773
GwKiyICIUO4,sports,4,2.68,12208,184348,32.263
GyvRamX1VyA,entertainment,6,2.1,77223,480162,5.124
Gzy_nCkn88U,science_tech,13,1.85,366002,2695414,3.854
H-WEhug-up8,pets,15,2.46,271189,1672881,6.8
H-kKZujl8CI,news,5,1.44,340200,520636,0.551
H00djJq68VE,howto,10,2.0,61356,324324,1.939
H08xgoXkpa8,entertainment,6,2.34,101234,828227,4.285
H0g4JxKp4fc,comedy,15,1.21,647793,2305537,2.392
H14tqKZYhgg,entertainment,7,2.44,2099713,4804118,0.818
H2nY7Tu1Qgs,howto,4,2.33,178409,1410716,7.883
H3mX88_tx3Q,comedy,4,1.92,240820,1694595,1.303
H4CkXh3FSo8,people_blogs,5,1.33,99439,398429,1.262
H5tK00zL6EQ,people_blogs,5,1.99,35169,250852,1.374
H7MRHuzCNvM,entertainment,4,2.29,122649,378924,0.969
H7gh2fmdjCU,music,26,2.04,474052,9912584,20.11
H8bmr4oR19c,howto,11,1.99,610952,2525751,2.678
HBvPrh2yMik,entertainment,6,1.46,155638,978124,2.111
HCIqTAFRkko,entertainment,4,2.64,69728,411736,1.429
HCO7BWbKipU,pets,13,1.5,484321,1585496,2.321
HDYJVmoWoyA,comedy,23,2.08,73385,653820,6.279
HDx7dI1D1zE,entertainment,4,4.33,94120,2792376,7.913
HEVonh8bjC0,film,6,1.17,477555,1547238,1.258
HF27coLl2-w,people_blogs,7,1.28,29740,72305,1.112
HFGzgtMyOZY,sports,14,2.08,236096,1736992,8.801
HHOyg1oDeis,entertainment,7,1.12,504870,1836620,1.906
HIwirSk4RjE,entertainment,4,2.21,176508,1319340,2.456
HKIIgYFhQlE,music,6,1.79,418551,2699114,10.113
HL6ECWZ8G1s,education,5,1.42,450025,1235860,1.081
HMU5njzTAK0,film,6,1.91,15739,71767,1.306
HNvX4pY1TLI,news,8,1.94,157137,875577,1.125
HOxylh5runs,howto,7,5.12,5742,232787,3.16
HQiDKE85P3U,people_blogs,5,2.22,186897,1790555,1.737
HTi1c_tLnqw,music,5,1.37,221528,869519,3.478
HVKuA1s5I3o,music,4,2.79,42471,234583,732.693
H_4ESBLJXQc,news,10,2.95,73833,243623,0.975
H_ZaS6agxPs,people_blogs,4,2.93,1577,27710,2.504
H_cwo3NxUUA,howto,5,1.25,364737,746417,0.909
HaRpFCEWLE0,music,5,1.37,27830,95044,2.388
HbKnEQdCjGg,music,11,2.0,71331,351765,8.611
HbNYuOTaYFs,science_tech,6,1.06,133040,373332,1.321
HdusPnywwPI,howto,18,2.29,119093,1371236,3.985
Hgc2njyY4Rs,people_blogs,7,2.17,17973,73861,1.505
Hgiu9cqph5Y,howto,16,1.54,713195,2766173,7.437
HgjVWV0Uw3M,entertainment,6,2.23,7019,107574,1.567
HgknAaKNaMM,music,14,1.42,1026320,7441922,22.364
Hh-YcWJTt7Y,entertainment,17,1.36,218730,726277,2.914
Hi2tjMLVpdQ,science_tech,6,1.29,567661,2277907,1.227
HiQHcbFJv_o,comedy,10,2.08,119410,1561955,2.433
HicAnFGE9bA,education,5,5.08,2497,153263,6.767
Hj3zmfipxqk,howto,9,1.98,22254,152388,2.275
Hk5dxn5dj2M,sports,12,2.08,1679917,15985004,3.861
HkOLf9BMRZ4,science_tech,4,1.41,7010,38307,0.858
Hkx5fveyjIs,entertainment,5,2.25,27944,154432,3.311
Hl6lrx2O6WE,sports,4,2.08,38757,182783,0.591
Hlch9lKAeXo,film,4,1.29,262318,1013084,0.775
HmBIn9De-Yc,entertainment,8,2.25,44108,340750,2.346
Hmb0Q0Q_7jo,entertainment,8,1.31,260770,1092708,2.195
Hndpk6A4VcE,comedy,6,2.1,23110,90730,1.253
HnnRyhuX_jM,entertainment,6,1.29,459528,1687203,2.212
Ho-QAgN6hHA,sports,4,1.44,46065,175545,0.904
HorugBalutw,comedy,12,3.11,60332,1235835,3.863
Hq4jk71B1Hk,howto,8,1.96,16672,104249,1.623
Hq89wYzOjfs,education,4,1.27,7760,27997,18.072
HqwVFXyCfOI,entertainment,8,1.25,511421,1371599,1.739
HszBf-CJeVE,entertainment,6,2.26,276680,1485868,1.288
Htu3va7yDMg,music,5,1.79,407833,1632855,2.989
Hu5FZYlCfc8,comedy,13,2.45,55954,402706,2.485
HuWLoCF9rWQ,howto,15,3.05,52106,1246192,3.682
HuwPCUzqwKs,music,14,1.76,92068,955486,20.642
HvPbH30KWLE,music,5,1.42,458716,1319753,0.98
Hvysy11716g,education,5,2.42,114020,752354,18.233
HxuHo62reRw,howto,8,2.21,273379,1507123,1.775
HxuRKqGx0Ik,education,8,2.42,45702,371677,1.779
HysgiQT5_eI,sports,4,1.46,201759,1127673,1.627
Hz56cJfoYgc,howto,5,2.36,88260,1261723,3.704
HzILu6yyA20,film,4,2.42,73978,3689210,1.267
Hzk1bM2vVFU,people_blogs,8,3.17,133031,1458061,4.846
I-5CODzeGEE,film,4,2.67,4164,71707,1.897
I-BGTp-I9aU,entertainment,14,2.1,601987,3154859,3.287
I-FHMnfORbo,howto,9,2.04,29975,181238,2.739
I2sRc3j7IU0,music,10,2.42,271426,2235991,6.44
I3ysRfAo49k,comedy,5,2.57,557279,2937449,2.456
I5qFoctplSU,sports,4,1.88,413436,1691529,1.049
I6N-XuYllgA,entertainment,7,1.29,534867,2319083,1.683
I7LJIuB2CHE,science_tech,5,1.41,701003,2168569,0.984
I8TVdFbFMg4,science_tech,7,1.28,262038,930513,0.942
I92OeEHWmTc,music,5,2.04,73496,217531,0.857
IBHx9uwCy3w,entertainment,6,1.26,340035,1430059,3.505
IBVo8dfqTBc,sports,5,1.88,1935991,11509602,2.401
IC_lnyn2R2Q,entertainment,4,1.41,222455,967640,15.102
II-OP6vdMs8,people_blogs,6,1.71,305218,1357946,1.83
IIS1M7m9tw8,people_blogs,5,2.08,95193,618966,1.741
IIyZuKN2j7U,music,5,1.77,161575,522522,0.789
IJofEhiRpy0,entertainment,14,1.17,502484,2226333,3.069
IKCcW7d1tlg,news,4,6.0,9057,136012,0.855
IOLzpBzUXZs,autos,9,9.12,118625,519161,9.189
IP4hs_wq5yE,sports,10,1.93,305372,3621505,2.067
IPgdIHV_zMo,film,9,1.17,338838,1071466,2.197
IU-Fo-QEpOI,sports,11,2.04,352011,3095325,3.687
IUmdcd_8Vwc,howto,5,2.33,19520,136047,3.604
IUsFWiE0d20,people_blogs,7,3.33,6918,157819,4.566
IX3_Aqji4yE,education,8,0.99,317761,829768,4.6
IX6gYfA6l88,science_tech,4,2.42,145652,1201914,4.454
IXNrHusLXoM,music,5,3.54,459650,3053922,7.53
IYhwU5Q5mkA,comedy,6,2.04,48823,384050,2.261
IYyjBXDyYLo,entertainment,7,2.04,30995,238791,1.93
Iay3Wu6wybA,music,6,2.08,135983,1960238,
IbVR4kzVQrk,entertainment,4,2.79,10487,114696,1.801
IcDI1iWmIp8,entertainment,13,2.33,706193,4973032,3.157
If-n27SUAl8,entertainment,5,3.61,2869,31831,1.682
IgEcA4RT3tw,entertainment,5,1.42,219427,788036,1.329
IgUlowmSeHo,education,11,2.42,76802,341347,2.262
Ii3Rr4-Pxow,howto,13,3.15,118659,2284631,3.53
IiRmtBZu0pM,comedy,6,0.97,412410,835472,0.886
Ii_Gz1WbBGA,education,5,1.33,63868,267685,1.23
IjFxx9SrOTU,travel,4,4.29,12379,89923,5.002
IjTBcqpl2kc,people_blogs,8,2.37,525134,2522343,1.686
IjvXgzSa1Dk,howto,14,1.4,259290,918115,2.382
IkV5VpEROW0,people_blogs,6,2.46,150432,1524569,2.562
IoqDYnn7VKA,comedy,8,1.27,147445,535094,1.48
IpN_wAlYZSs,film,14,2.29,66653,1921167,3.529
IqutUA3UOuw,comedy,5,4.22,6812,131168,
Isvqg90LhqM,film,6,1.69,1524855,5605621,2.35
ItL6vcUrpUs,music,12,1.29,588898,4513621,18.347
ItYOdWRo0JY,science_tech,6,1.97,1064141,3798127,0.966
IuYFvaNHJug,music,4,2.05,36862,212237,2.785
IumYMCllMsM,music,4,2.54,558052,3202879,
IvAvHjYoLUU,education,5,1.35,129829,521943,1.122
IxF3mxWbdjw,entertainment,7,1.36,250372,1203464,1.628
IyRRk3wgKMo,gaming,7,1.0,622712,1973925,1.343
IywiodrtyfM,comedy,7,1.99,27269,245217,3.612
J-dv_DcDD_A,music,16,2.5,2483404,44782227,11.25
J0epg1oHGbM,music,10,2.5,481324,2950319,2.057
J0jgpUIbMEo,howto,4,1.66,21759,85744,1.818
J15vfXqnwWw,sports,11,1.13,2288593,5270335,2.936
J2HytHu5VBI,people_blogs,8,1.8,4043243,33627806,1.739
J2kNt-PHayo,howto,4,3.29,7474,128997,1.473
J2m7EUwnqGg,science_tech,8,1.83,604923,8916546,1.359
J3FcbFqSoQY,science_tech,5,2.83,2716,89218,3.0
J41qe-TM1DY,music,5,1.83,1035420,7200045,2.368
J4vdqPcGJI4,sports,6,0.84,73861,96521,0.974
J6R0X6NTnSw,music,9,2.33,564972,6554859,24.184
J6Tc4iyefe0,news,6,1.29,21820,63358,0.818
J6iyX87SBP0,film,7,1.42,130760,349102,0.889
J75enyWdbBM,music,9,9.32,345022,7915761,
JANApS0P4z8,comedy,6,1.37,963035,2952730,1.759
JA_sKkXiQMI,people_blogs,4,12.36,252,9560,1.118
JBDWIGpKnwM,entertainment,6,1.19,853539,2618541,1.18
JDkHmQEOkYo,comedy,7,1.94,34804,348104,
JDmse8M-3-Y,entertainment,5,1.29,1084923,3695752,1.241
JDnfux-fSJU,entertainment,4,2.21,19785,167733,1.299
JFmkRNbDF70,entertainment,10,4.91,60297,1394264,3.104
JFydHaV0klA,entertainment,11,1.08,761120,2403767,2.732
JGo_a82jfj8,entertainment,5,3.12,161921,1969648,2.119
JJgiKhhpGvQ,travel,8,1.08,229193,416921,1.125
JKFgn6tNU6w,film,7,1.97,68502,325082,3.168
JKP-rOESfMs,gaming,8,2.0,130669,850092,1.281
JLOFZoBJnd8,entertainment,5,1.93,50804,540553,7.197
JNWwVDkj24g,education,9,1.3,245785,843024,2.112
JNyZ49q4vrU,comedy,20,2.1,557008,3388958,3.697
JOZzku2SrzQ,comedy,7,1.2,517453,1903783,1.571
JOwmqPPkjww,pets,4,3.15,113604,642935,3.486
JQbjS0_ZfJ0,music,9,1.29,2552324,16354826,18.632
JQkjAhmvITI,science_tech,6,2.36,25380,335194,2.244
JR06IhY4C2A,news,8,1.35,204287,1018634,1.119
JRAOdRq-1lw,comedy,8,1.34,330839,1727840,3.917
JRocY48P0qA,autos,8,2.34,144633,1549098,2.896
JRuC_NoBrM8,news,5,1.9,4896,39181,0.805
JRzZl_nq6fk,news,7,4.9,94757,1074082,2.54
JVHFMBfG-cM,film,5,1.31,17038,44879,1.341
JWAvRIpuj1U,sports,6,1.15,8382,139068,1.689
JWH5KE1atAg,music,4,1.62,52862,302226,3.314
JZ2fRE_nkak,howto,18,1.33,1040552,3335656,4.89
JZ6cvJVULp4,education,4,3.12,20764,228568,0.881
JZoO1Ftj-bM,film,6,1.25,618317,2091534,1.562
J_CFBjAyPWE,music,4,2.62,3048977,21594339,6.736
JbazoX5Su1w,comedy,8,1.16,139510,586875,1.784
JcdLF6XQ0iw,entertainment,7,2.21,1609448,12018779,4.888
Jcghl0lbDSk,entertainment,6,1.73,2730249,6450575,1.762
JdHhNxedKs4,entertainment,4,2.75,4789,96835,5.907
JeRtUXTQ_aQ,music,8,1.44,282645,1680396,21.995
JefYnYIXY_8,education,7,2.12,63571,311971,1.685
JfQ3W0wjGh4,film,12,2.09,165327,1318729,2.95
JhvwFB-NUbA,entertainment,12,1.42,264150,863560,1.462
JiOXpKU7tWc,people_blogs,6,1.16,75389,238661,1.42
Ji_4dH_FXzw,sports,14,2.03,66945,649426,4.963
Jidk0O6uu-0,people_blogs,4,1.69,12590,77763,1.269
Jiia2IcFwqk,entertainment,5,1.64,124484,386062,1.042
JnepCulEQOo,autos,10,2.0,59722,168863,1.203
JoqBlEBpg9s,science_tech,8,2.33,13883,173088,3.721
JpR_JaVguBk,entertainment,5,2.04,160239,371531,1.242
JpvC3j9Qxus,entertainment,5,1.44,765012,2723593,1.473
JqIkzS2wSz8,entertainment,4,2.37,14382,112034,1.344
Jq_98dJuIck,entertainment,4,2.29,52451,607251,1.46
JqfuKsoEEms,entertainment,13,2.46,898045,12968374,1.295
JrFiNSueT3Y,entertainment,6,1.71,122922,414562,1.345
Js04hvdVUA8,gaming,4,1.22,184361,1045841,2.158
Js3WIRF595U,science_tech,5,2.06,117886,1044905,1.118
Juad74hE6rs,howto,4,4.31,2002,63461,
JuhWVxLtfWQ,sports,11,2.42,47315,327251,1.765
JwivtxQEmc8,comedy,12,2.35,72264,489735,2.303
JyG5hdbQpDM,howto,16,1.99,109652,977141,2.794
JyUKqUTp9rc,howto,12,2.2,175863,2309169,3.838
JyVzPx4ecHA,music,5,1.62,99949,203710,1.251
JzA097DmNTI,news,10,3.3,29075,313708,
K-yazBBF3gE,howto,6,1.47,348928,1121109,1.143
K0u_kAWLJOA,gaming,5,1.33,788819,2568366,1.063
K1uiJIl614c,comedy,7,1.58,13108,57035,2.582
K3ZwxsTOD_8,entertainment,8,2.04,131533,850594,2.139
K5BoE8eBzoI,education,5,1.42,442801,1025006,1.14
K5lmXgKi6V0,entertainment,4,1.64,246505,688984,2.28
K5x_3QzLY0U,education,6,2.42,50158,307494,1.489
K62oeVyaC-U,comedy,11,1.95,97811,1292782,6.074
K6Zu3qKhON4,music,5,3.37,45540,307027,6.219
K6xwB8Kkce0,music,4,1.46,201998,1024814,1.428
K7imG4DYXlM,science_tech,11,3.37,11758,321078,3.538
K8rE3XR9z8Q,news,5,2.04,43022,247280,1.647
KB_GCuJwPE4,people_blogs,6,2.07,85793,553818,1.509
KDPG0YEsD5Q,people_blogs,4,2.18,37794,305141,2.492
KFaMZUarksA,music,7,2.07,417710,3873702,4.659
KFm7fKqg13E,news,10,1.44,57462,290706,2.004
KGziD2V8Ppw,music,4,2.79,73638,617406,1.714
KHeAmpahI08,entertainment,5,1.79,68446,388048,5.966
KIEVOMxKWxc,gaming,4,2.33,52939,387223,1.289
KIFiLnPHUoM,science_tech,4,2.19,240,2805,2.901
KNEVjhCXZB4,pets,6,2.46,45993,324996,2.97
KNxUDJ8_qI0,entertainment,9,2.17,178474,1959703,2.346
KOJnOCdBr4s,education,4,1.33,73855,331126,0.852
KONe4SNFA64,howto,4,1.54,1747037,7197522,2.064
KObL442PWhQ,entertainment,23,2.3,165376,1259904,4.464
KQRq9FZqNj0,music,10,8.42,100501,2817973,10.205
KQT32vW61eI,music,4,1.37,139766,375663,1.442
KQkkgD2p3Ow,music,7,1.33,94552,410133,3.897
KRc50VFUsTk,entertainment,4,1.46,42914,427242,2.099
KU-v13ib_1U,entertainment,6,2.04,84580,240318,1.677
KUUjtUP2CrE,music,19,1.93,402050,4808435,11.612
KUXd7p_vd3w,entertainment,12,2.33,100987,775924,3.037
KVit4vSAMsk,sports,15,2.49,420241,4497952,4.718
KVw7fdB8gXM,music,4,1.5,7377,28638,2.552
KWDUojLbxn4,entertainment,13,2.72,96042,998311,3.16
KWM4DVRrdaA,comedy,5,3.96,75935,1002679,2.954
KX0fOxBVMRc,howto,7,1.86,42123,220550,1.422
KXHrCBkIxQQ,entertainment,7,1.17,418177,1257362,2.34
K_XXXDPODmw,people_blogs,7,1.14,520407,1600770,1.863
KaTr8JC0hFA,howto,5,2.17,63098,368276,1.821
Kc6CIwBVo5s,news,12,2.06,1563857,10277358,7.901
KcFQfFB5LDA,film,6,1.21,13247,47752,1.461
Kemqo35m8gk,howto,15,2.41,291792,1454955,3.71
Kf2-86o5S1o,film,13,2.08,369543,5142139,2.224
KhxqJzr6FAE,entertainment,4,2.28,5873,56969,1.729
KijVBPwHhio,entertainment,4,2.86,2594,68011,1.665
KjHan6D3O3g,music,6,1.25,79838,279571,2.391
KksXbA66RQQ,entertainment,11,2.9,91272,790388,3.515
Kn5UgGQukYQ,film,6,403.11,19149,37346,0.804
KobCmaF10vQ,entertainment,5,1.94,9658,77452,2.707
KozDGo0bsJA,sports,9,3.96,28495,522854,3.602
KpHP8VmxnBo,education,9,2.37,99091,771720,1.892
KpL6X856Y2E,news,5,1.52,29037,269181,0.584
Kpxn9nl02qg,entertainment,6,1.74,93652,425995,2.081
KrB-ASnFMVQ,sports,5,7.42,57407,1570411,4.661
KrxDhokzEv4,howto,5,1.36,176449,759274,1.213
KtlERZ5WnaU,comedy,5,4.08,61363,460847,1.105
Kw0ih4jPOBo,music,13,2.62,105953,920289,9.194
KxywNVLAf5o,entertainment,5,2.33,201962,802483,1.32
Ky9aIxiGzfk,film,4,10.09,17300,1154360,2.539
KyQyz2upSgY,comedy,14,1.44,570387,2411761,2.354
Kz7R1i2zFpk,entertainment,5,1.58,347380,1129249,1.529
L0xKz5TsYb0,music,7,1.79,180136,1114465,10.3
L29S0JPOrV0,howto,13,3.18,108598,2334865,3.996
L34y5NGMQBY,entertainment,4,1.17,5560,11661,0.908
L3br0klRqF4,news,5,1.09,16217,166097,1.609
L3ymBk6Vb04,comedy,5,1.84,1774868,8408515,3.124
L4pkD78oKSo,sports,4,1.03,252883,1146392,0.774
L5hl45NIAhc,sports,6,2.98,1671,58234,1.888
L87HuKmGwVQ,people_blogs,16,1.97,388914,4165836,3.148
L8RxxVYWTIQ,entertainment,4,1.96,128701,1313348,12.117
L90R6PtxFKE,science_tech,14,2.33,139762,867704,2.616
L9FA9U4s3Tg,music,4,2.83,19802,189038,3.883
L9FBI1kOEHo,science_tech,8,1.44,279000,1036632,2.314
L9eFkmjIIWA,education,4,2.33,8013,95520,2.211
LALQsqZP1nA,science_tech,4,3.67,9864,543711,3.35
LC3fWTXZXxE,howto,4,3.16,84203,1244190,3.843
LDS8SeO6hyg,entertainment,6,4.34,43812,617505,11.687
LE7QEIy-6NE,howto,13,3.12,37926,432620,3.965
LHLbPgXPnlk,news,5,2.11,3971,55419,1.063
LHUKKrcXfJs,music,5,2.18,70965,435619,4.034
LK3Yz9UpP_A,howto,13,2.28,52681,371510,5.319
LLOB5uG6zSQ,film,13,2.28,73825,1089753,3.435
LLiXwMQW_VQ,entertainment,12,12.3,289202,1962973,3.12
LN-m0Ci8MZ8,howto,13,2.08,395031,2451830,3.257
LNHkxOU7zz8,music,6,1.46,857247,4594686,12.915
LO0FwPXJbi0,people_blogs,5,2.31,31970,210808,1.527
LQicq60aJaw,news,5,1.18,423626,1218771,1.795
LR2edIotyE8,entertainment,4,6.02,23343,202879,1.23
LRrzLpfdY1g,music,4,2.15,33721,169750,3.925
LS5ZSkHUqBQ,entertainment,8,1.25,625453,4829710,
LTNOYZ44ywM,news,7,1.26,35807,144773,1.099
LU6xDgpnIyM,comedy,6,2.17,308075,4605055,3.123
LU86T12xBQQ,people_blogs,12,3.08,37169,820885,4.332
LUuJl490BL0,news,7,1.64,37062,208678,1.404
LX0wFKvticI,sports,13,3.0,55203,423043,2.428
LYX7CnSiBSM,people_blogs,5,1.92,47053,333820,1.348
L_SyKf-ETlY,music,9,2.05,186880,1095765,2.279
LbW-bMToXqo,music,4,1.17,63415,147383,1.205
Ld57wNXddGU,gaming,6,3.38,30778,205209,3.089
LeFxjRMv5U8,science_tech,11,2.8,149434,758927,2.121
LeWtF5y9-6Q,comedy,4,1.29,155788,434727,0.676
Len0qLhmhL0,music,9,2.04,199101,1096158,5.734
LfeEu4_vtfQ,people_blogs,12,2.06,586309,5558317,3.909
Lg5x-YWxpco,entertainment,7,2.17,157083,1199114,2.657
LgmxMuW6Fsc,music,6,2.16,1733635,7967275,2.689
Lj6Y6JCu-l4,music,4,1.37,715262,2705268,5.209
LkpZFd2pZqY,entertainment,5,1.8,41735,213409,1.283
LnA7Au-DLUM,howto,14,2.18,347615,2234419,3.013
LnFsp6iM5dg,gaming,17,1.22,748909,2487714,3.846
Lok8svIS218,people_blogs,5,1.33,32537,171518,0.914
LotoBix4UDM,entertainment,10,2.17,49881,641055,5.473
LqF3QRp3VCE,entertainment,6,1.35,135776,423039,0.999
LqSkYMmyUWU,film,7,772.65,91411,500154,1.884
